Quarter,HB,LengthOfStay,Episodes
2018Q4,The Golden Jubilee National Hospital,21,10
2019Q1,The Golden Jubilee National Hospital,17,10
2019Q2,The Golden Jubilee National Hospital,25,10
2019Q3,The Golden Jubilee National Hospital,60,5
2019Q4,The Golden Jubilee National Hospital,8,5
2020Q1,The Golden Jubilee National Hospital,29,5
2020Q3,The Golden Jubilee National Hospital,18,5
2020Q4,The Golden Jubilee National Hospital,13,5
2021Q1,The Golden Jubilee National Hospital,14,5
2021Q2,The Golden Jubilee National Hospital,25,0
2021Q3,The Golden Jubilee National Hospital,64,15
2021Q4,The Golden Jubilee National Hospital,9,5
2022Q1,The Golden Jubilee National Hospital,73,5
2022Q2,The Golden Jubilee National Hospital,31,5
2022Q3,The Golden Jubilee National Hospital,6,0
2017Q3,The Golden Jubilee National Hospital,186,15
2017Q4,The Golden Jubilee National Hospital,90,30
2018Q1,The Golden Jubilee National Hospital,105,20
2018Q2,The Golden Jubilee National Hospital,138,24
2018Q3,The Golden Jubilee National Hospital,73,25
2018Q4,The Golden Jubilee National Hospital,153,32
2019Q1,The Golden Jubilee National Hospital,171,30
2019Q2,The Golden Jubilee National Hospital,60,10
2019Q3,The Golden Jubilee National Hospital,66,20
2019Q4,The Golden Jubilee National Hospital,83,20
2020Q1,The Golden Jubilee National Hospital,55,15
2020Q2,The Golden Jubilee National Hospital,32,5
2020Q3,The Golden Jubilee National Hospital,71,18
2020Q4,The Golden Jubilee National Hospital,111,15
2021Q1,The Golden Jubilee National Hospital,49,15
2021Q2,The Golden Jubilee National Hospital,160,20
2021Q3,The Golden Jubilee National Hospital,44,15
2021Q4,The Golden Jubilee National Hospital,78,25
2022Q1,The Golden Jubilee National Hospital,55,15
2022Q2,The Golden Jubilee National Hospital,102,20
2022Q3,The Golden Jubilee National Hospital,129,10
2017Q3,The Golden Jubilee National Hospital,134,33
2017Q4,The Golden Jubilee National Hospital,116,27
2018Q1,The Golden Jubilee National Hospital,108,35
2018Q2,The Golden Jubilee National Hospital,91,32
2018Q3,The Golden Jubilee National Hospital,61,25
2018Q4,The Golden Jubilee National Hospital,86,37
2019Q1,The Golden Jubilee National Hospital,152,45
2019Q2,The Golden Jubilee National Hospital,114,23
2019Q3,The Golden Jubilee National Hospital,70,15
2019Q4,The Golden Jubilee National Hospital,70,20
2020Q1,The Golden Jubilee National Hospital,67,25
2020Q2,The Golden Jubilee National Hospital,101,13
2020Q3,The Golden Jubilee National Hospital,74,20
2020Q4,The Golden Jubilee National Hospital,44,20
2021Q1,The Golden Jubilee National Hospital,86,30
2021Q2,The Golden Jubilee National Hospital,101,25
2021Q3,The Golden Jubilee National Hospital,121,30
2021Q4,The Golden Jubilee National Hospital,168,25
2022Q1,The Golden Jubilee National Hospital,150,35
2022Q2,The Golden Jubilee National Hospital,132,25
2022Q3,The Golden Jubilee National Hospital,94,25
2017Q3,The Golden Jubilee National Hospital,158,46
2017Q4,The Golden Jubilee National Hospital,200,51
2018Q1,The Golden Jubilee National Hospital,309,81
2018Q2,The Golden Jubilee National Hospital,242,57
2018Q3,The Golden Jubilee National Hospital,315,70
2018Q4,The Golden Jubilee National Hospital,305,72
2019Q1,The Golden Jubilee National Hospital,276,83
2019Q2,The Golden Jubilee National Hospital,147,50
2019Q3,The Golden Jubilee National Hospital,333,44
2019Q4,The Golden Jubilee National Hospital,183,46
2020Q1,The Golden Jubilee National Hospital,258,48
2020Q2,The Golden Jubilee National Hospital,112,20
2020Q3,The Golden Jubilee National Hospital,157,47
2020Q4,The Golden Jubilee National Hospital,318,49
2021Q1,The Golden Jubilee National Hospital,179,52
2021Q2,The Golden Jubilee National Hospital,196,52
2021Q3,The Golden Jubilee National Hospital,304,50
2021Q4,The Golden Jubilee National Hospital,185,40
2022Q1,The Golden Jubilee National Hospital,325,59
2022Q2,The Golden Jubilee National Hospital,199,46
2022Q3,The Golden Jubilee National Hospital,160,49
2017Q3,The Golden Jubilee National Hospital,654,167
2017Q4,The Golden Jubilee National Hospital,1007,207
2018Q1,The Golden Jubilee National Hospital,797,212
2018Q2,The Golden Jubilee National Hospital,842,225
2018Q3,The Golden Jubilee National Hospital,940,212
2018Q4,The Golden Jubilee National Hospital,712,197
2019Q1,The Golden Jubilee National Hospital,711,207
2019Q2,The Golden Jubilee National Hospital,644,172
2019Q3,The Golden Jubilee National Hospital,594,146
2019Q4,The Golden Jubilee National Hospital,927,186
2020Q1,The Golden Jubilee National Hospital,873,181
2020Q2,The Golden Jubilee National Hospital,352,83
2020Q3,The Golden Jubilee National Hospital,483,115
2020Q4,The Golden Jubilee National Hospital,877,143
2021Q1,The Golden Jubilee National Hospital,663,150
2021Q2,The Golden Jubilee National Hospital,805,156
2021Q3,The Golden Jubilee National Hospital,643,138
2021Q4,The Golden Jubilee National Hospital,697,168
2022Q1,The Golden Jubilee National Hospital,888,137
2022Q2,The Golden Jubilee National Hospital,612,153
2022Q3,The Golden Jubilee National Hospital,695,143
2017Q3,The Golden Jubilee National Hospital,1407,321
2017Q4,The Golden Jubilee National Hospital,1751,345
2018Q1,The Golden Jubilee National Hospital,1313,320
2018Q2,The Golden Jubilee National Hospital,1457,303
2018Q3,The Golden Jubilee National Hospital,1676,327
2018Q4,The Golden Jubilee National Hospital,1368,355
2019Q1,The Golden Jubilee National Hospital,1439,336
2019Q2,The Golden Jubilee National Hospital,1336,312
2019Q3,The Golden Jubilee National Hospital,1592,321
2019Q4,The Golden Jubilee National Hospital,1823,326
2020Q1,The Golden Jubilee National Hospital,1241,306
2020Q2,The Golden Jubilee National Hospital,845,132
2020Q3,The Golden Jubilee National Hospital,2978,196
2020Q4,The Golden Jubilee National Hospital,1367,275
2021Q1,The Golden Jubilee National Hospital,1275,277
2021Q2,The Golden Jubilee National Hospital,1718,288
2021Q3,The Golden Jubilee National Hospital,1287,259
2021Q4,The Golden Jubilee National Hospital,1287,270
2022Q1,The Golden Jubilee National Hospital,1360,273
2022Q2,The Golden Jubilee National Hospital,1143,260
2022Q3,The Golden Jubilee National Hospital,1320,286
2017Q3,The Golden Jubilee National Hospital,1864,309
2017Q4,The Golden Jubilee National Hospital,1841,325
2018Q1,The Golden Jubilee National Hospital,1444,314
2018Q2,The Golden Jubilee National Hospital,1708,322
2018Q3,The Golden Jubilee National Hospital,1750,321
2018Q4,The Golden Jubilee National Hospital,1869,295
2019Q1,The Golden Jubilee National Hospital,1353,329
2019Q2,The Golden Jubilee National Hospital,1572,303
2019Q3,The Golden Jubilee National Hospital,1866,298
2019Q4,The Golden Jubilee National Hospital,1601,268
2020Q1,The Golden Jubilee National Hospital,1844,290
2020Q2,The Golden Jubilee National Hospital,893,119
2020Q3,The Golden Jubilee National Hospital,1137,182
2020Q4,The Golden Jubilee National Hospital,1641,290
2021Q1,The Golden Jubilee National Hospital,1319,246
2021Q2,The Golden Jubilee National Hospital,1676,264
2021Q3,The Golden Jubilee National Hospital,1244,254
2021Q4,The Golden Jubilee National Hospital,1413,247
2022Q1,The Golden Jubilee National Hospital,1191,260
2022Q2,The Golden Jubilee National Hospital,1840,241
2022Q3,The Golden Jubilee National Hospital,1398,277
2017Q3,The Golden Jubilee National Hospital,350,60
2017Q4,The Golden Jubilee National Hospital,472,65
2018Q1,The Golden Jubilee National Hospital,494,62
2018Q2,The Golden Jubilee National Hospital,466,82
2018Q3,The Golden Jubilee National Hospital,446,80
2018Q4,The Golden Jubilee National Hospital,397,75
2019Q1,The Golden Jubilee National Hospital,487,81
2019Q2,The Golden Jubilee National Hospital,484,86
2019Q3,The Golden Jubilee National Hospital,557,85
2019Q4,The Golden Jubilee National Hospital,446,80
2020Q1,The Golden Jubilee National Hospital,314,60
2020Q2,The Golden Jubilee National Hospital,118,23
2020Q3,The Golden Jubilee National Hospital,227,47
2020Q4,The Golden Jubilee National Hospital,313,75
2021Q1,The Golden Jubilee National Hospital,556,78
2021Q2,The Golden Jubilee National Hospital,429,78
2021Q3,The Golden Jubilee National Hospital,396,67
2021Q4,The Golden Jubilee National Hospital,246,58
2022Q1,The Golden Jubilee National Hospital,331,70
2022Q2,The Golden Jubilee National Hospital,439,71
2022Q3,The Golden Jubilee National Hospital,386,74
2017Q3,The Golden Jubilee National Hospital,9,0
2018Q2,The Golden Jubilee National Hospital,7,5
2018Q3,The Golden Jubilee National Hospital,26,5
2018Q4,The Golden Jubilee National Hospital,9,0
2019Q1,The Golden Jubilee National Hospital,7,5
2019Q2,The Golden Jubilee National Hospital,0,0
2019Q3,The Golden Jubilee National Hospital,10,0
2019Q4,The Golden Jubilee National Hospital,7,5
2020Q1,The Golden Jubilee National Hospital,7,5
2020Q2,The Golden Jubilee National Hospital,0,0
2020Q3,The Golden Jubilee National Hospital,0,0
2020Q4,The Golden Jubilee National Hospital,0,0
2021Q2,The Golden Jubilee National Hospital,11,5
2021Q3,The Golden Jubilee National Hospital,7,0
2021Q4,The Golden Jubilee National Hospital,6,5
2022Q1,The Golden Jubilee National Hospital,5,0
2022Q2,The Golden Jubilee National Hospital,5,5
2022Q3,The Golden Jubilee National Hospital,24,0
2017Q3,Ayrshire and Arran,29,20
2017Q4,Ayrshire and Arran,33,10
2018Q1,Ayrshire and Arran,27,10
2018Q2,Ayrshire and Arran,35,17
2018Q3,Ayrshire and Arran,21,10
2018Q4,Ayrshire and Arran,22,5
2019Q1,Ayrshire and Arran,30,10
2019Q2,Ayrshire and Arran,37,13
2019Q3,Ayrshire and Arran,38,10
2019Q4,Ayrshire and Arran,27,10
2020Q1,Ayrshire and Arran,26,10
2020Q2,Ayrshire and Arran,5,5
2020Q3,Ayrshire and Arran,0,0
2020Q4,Ayrshire and Arran,17,5
2021Q1,Ayrshire and Arran,7,5
2021Q2,Ayrshire and Arran,5,0
2021Q3,Ayrshire and Arran,8,5
2021Q4,Ayrshire and Arran,16,5
2022Q1,Ayrshire and Arran,34,5
2022Q2,Ayrshire and Arran,8,5
2022Q3,Ayrshire and Arran,19,5
2017Q3,Ayrshire and Arran,26,20
2017Q4,Ayrshire and Arran,25,19
2018Q1,Ayrshire and Arran,35,12
2018Q2,Ayrshire and Arran,48,29
2018Q3,Ayrshire and Arran,49,27
2018Q4,Ayrshire and Arran,31,15
2019Q1,Ayrshire and Arran,25,17
2019Q2,Ayrshire and Arran,17,13
2019Q3,Ayrshire and Arran,27,14
2019Q4,Ayrshire and Arran,28,13
2020Q1,Ayrshire and Arran,25,17
2020Q2,Ayrshire and Arran,0,0
2020Q3,Ayrshire and Arran,9,5
2020Q4,Ayrshire and Arran,5,5
2021Q1,Ayrshire and Arran,5,0
2021Q2,Ayrshire and Arran,0,0
2021Q3,Ayrshire and Arran,5,0
2021Q4,Ayrshire and Arran,0,0
2022Q1,Ayrshire and Arran,0,0
2022Q2,Ayrshire and Arran,5,5
2022Q3,Ayrshire and Arran,45,10
2017Q3,Ayrshire and Arran,49,37
2017Q4,Ayrshire and Arran,85,22
2018Q1,Ayrshire and Arran,54,37
2018Q2,Ayrshire and Arran,142,29
2018Q3,Ayrshire and Arran,53,22
2018Q4,Ayrshire and Arran,45,29
2019Q1,Ayrshire and Arran,53,23
2019Q2,Ayrshire and Arran,51,27
2019Q3,Ayrshire and Arran,40,21
2019Q4,Ayrshire and Arran,22,18
2020Q1,Ayrshire and Arran,37,22
2020Q2,Ayrshire and Arran,5,5
2020Q3,Ayrshire and Arran,26,11
2020Q4,Ayrshire and Arran,65,11
2021Q1,Ayrshire and Arran,0,0
2021Q2,Ayrshire and Arran,27,12
2021Q3,Ayrshire and Arran,17,10
2021Q4,Ayrshire and Arran,29,5
2022Q1,Ayrshire and Arran,11,10
2022Q2,Ayrshire and Arran,31,10
2022Q3,Ayrshire and Arran,35,16
2017Q3,Ayrshire and Arran,234,36
2017Q4,Ayrshire and Arran,107,31
2018Q1,Ayrshire and Arran,84,36
2018Q2,Ayrshire and Arran,100,46
2018Q3,Ayrshire and Arran,44,28
2018Q4,Ayrshire and Arran,43,33
2019Q1,Ayrshire and Arran,40,35
2019Q2,Ayrshire and Arran,68,42
2019Q3,Ayrshire and Arran,57,41
2019Q4,Ayrshire and Arran,31,20
2020Q1,Ayrshire and Arran,60,30
2020Q2,Ayrshire and Arran,127,5
2020Q3,Ayrshire and Arran,49,22
2020Q4,Ayrshire and Arran,72,14
2021Q1,Ayrshire and Arran,8,0
2021Q2,Ayrshire and Arran,84,15
2021Q3,Ayrshire and Arran,34,15
2021Q4,Ayrshire and Arran,93,12
2022Q1,Ayrshire and Arran,60,10
2022Q2,Ayrshire and Arran,62,16
2022Q3,Ayrshire and Arran,94,27
2017Q3,Ayrshire and Arran,153,55
2017Q4,Ayrshire and Arran,281,69
2018Q1,Ayrshire and Arran,166,60
2018Q2,Ayrshire and Arran,172,67
2018Q3,Ayrshire and Arran,186,63
2018Q4,Ayrshire and Arran,154,69
2019Q1,Ayrshire and Arran,125,61
2019Q2,Ayrshire and Arran,316,68
2019Q3,Ayrshire and Arran,229,49
2019Q4,Ayrshire and Arran,228,56
2020Q1,Ayrshire and Arran,121,46
2020Q2,Ayrshire and Arran,87,16
2020Q3,Ayrshire and Arran,178,32
2020Q4,Ayrshire and Arran,169,19
2021Q1,Ayrshire and Arran,58,12
2021Q2,Ayrshire and Arran,68,21
2021Q3,Ayrshire and Arran,40,11
2021Q4,Ayrshire and Arran,128,26
2022Q1,Ayrshire and Arran,106,21
2022Q2,Ayrshire and Arran,77,34
2022Q3,Ayrshire and Arran,105,38
2017Q3,Ayrshire and Arran,467,149
2017Q4,Ayrshire and Arran,371,113
2018Q1,Ayrshire and Arran,354,121
2018Q2,Ayrshire and Arran,508,145
2018Q3,Ayrshire and Arran,379,120
2018Q4,Ayrshire and Arran,272,109
2019Q1,Ayrshire and Arran,341,124
2019Q2,Ayrshire and Arran,387,125
2019Q3,Ayrshire and Arran,236,110
2019Q4,Ayrshire and Arran,514,138
2020Q1,Ayrshire and Arran,382,111
2020Q2,Ayrshire and Arran,68,18
2020Q3,Ayrshire and Arran,354,70
2020Q4,Ayrshire and Arran,273,76
2021Q1,Ayrshire and Arran,86,17
2021Q2,Ayrshire and Arran,154,65
2021Q3,Ayrshire and Arran,138,38
2021Q4,Ayrshire and Arran,303,60
2022Q1,Ayrshire and Arran,126,48
2022Q2,Ayrshire and Arran,252,67
2022Q3,Ayrshire and Arran,365,84
2017Q3,Ayrshire and Arran,804,193
2017Q4,Ayrshire and Arran,662,212
2018Q1,Ayrshire and Arran,478,153
2018Q2,Ayrshire and Arran,602,173
2018Q3,Ayrshire and Arran,534,154
2018Q4,Ayrshire and Arran,1172,173
2019Q1,Ayrshire and Arran,469,191
2019Q2,Ayrshire and Arran,498,163
2019Q3,Ayrshire and Arran,519,172
2019Q4,Ayrshire and Arran,643,134
2020Q1,Ayrshire and Arran,614,139
2020Q2,Ayrshire and Arran,172,37
2020Q3,Ayrshire and Arran,312,73
2020Q4,Ayrshire and Arran,225,69
2021Q1,Ayrshire and Arran,118,35
2021Q2,Ayrshire and Arran,413,74
2021Q3,Ayrshire and Arran,396,64
2021Q4,Ayrshire and Arran,292,61
2022Q1,Ayrshire and Arran,342,59
2022Q2,Ayrshire and Arran,306,87
2022Q3,Ayrshire and Arran,366,124
2017Q3,Ayrshire and Arran,649,194
2017Q4,Ayrshire and Arran,892,186
2018Q1,Ayrshire and Arran,697,145
2018Q2,Ayrshire and Arran,655,170
2018Q3,Ayrshire and Arran,686,185
2018Q4,Ayrshire and Arran,926,174
2019Q1,Ayrshire and Arran,674,198
2019Q2,Ayrshire and Arran,722,197
2019Q3,Ayrshire and Arran,883,197
2019Q4,Ayrshire and Arran,655,169
2020Q1,Ayrshire and Arran,715,147
2020Q2,Ayrshire and Arran,82,29
2020Q3,Ayrshire and Arran,322,86
2020Q4,Ayrshire and Arran,490,77
2021Q1,Ayrshire and Arran,170,37
2021Q2,Ayrshire and Arran,351,95
2021Q3,Ayrshire and Arran,350,70
2021Q4,Ayrshire and Arran,336,98
2022Q1,Ayrshire and Arran,296,65
2022Q2,Ayrshire and Arran,432,112
2022Q3,Ayrshire and Arran,477,117
2017Q3,Ayrshire and Arran,425,86
2017Q4,Ayrshire and Arran,434,76
2018Q1,Ayrshire and Arran,280,66
2018Q2,Ayrshire and Arran,230,60
2018Q3,Ayrshire and Arran,263,83
2018Q4,Ayrshire and Arran,396,79
2019Q1,Ayrshire and Arran,277,82
2019Q2,Ayrshire and Arran,401,96
2019Q3,Ayrshire and Arran,248,62
2019Q4,Ayrshire and Arran,317,74
2020Q1,Ayrshire and Arran,226,59
2020Q2,Ayrshire and Arran,33,11
2020Q3,Ayrshire and Arran,176,28
2020Q4,Ayrshire and Arran,142,41
2021Q1,Ayrshire and Arran,60,19
2021Q2,Ayrshire and Arran,239,41
2021Q3,Ayrshire and Arran,124,26
2021Q4,Ayrshire and Arran,246,42
2022Q1,Ayrshire and Arran,77,23
2022Q2,Ayrshire and Arran,220,34
2022Q3,Ayrshire and Arran,369,48
2017Q3,Ayrshire and Arran,25,5
2017Q4,Ayrshire and Arran,18,5
2018Q1,Ayrshire and Arran,11,5
2018Q2,Ayrshire and Arran,11,0
2018Q3,Ayrshire and Arran,5,5
2018Q4,Ayrshire and Arran,7,5
2019Q1,Ayrshire and Arran,50,11
2019Q2,Ayrshire and Arran,5,5
2019Q3,Ayrshire and Arran,12,5
2019Q4,Ayrshire and Arran,24,5
2020Q1,Ayrshire and Arran,83,5
2020Q2,Ayrshire and Arran,0,0
2020Q3,Ayrshire and Arran,32,5
2020Q4,Ayrshire and Arran,18,5
2021Q2,Ayrshire and Arran,18,5
2021Q3,Ayrshire and Arran,20,0
2021Q4,Ayrshire and Arran,21,5
2022Q1,Ayrshire and Arran,8,5
2022Q3,Ayrshire and Arran,24,5
2017Q3,Ayrshire and Arran,36,22
2017Q4,Ayrshire and Arran,44,14
2018Q1,Ayrshire and Arran,25,10
2018Q2,Ayrshire and Arran,26,16
2018Q3,Ayrshire and Arran,36,15
2018Q4,Ayrshire and Arran,25,5
2019Q1,Ayrshire and Arran,43,17
2019Q2,Ayrshire and Arran,30,15
2019Q3,Ayrshire and Arran,51,17
2019Q4,Ayrshire and Arran,33,10
2020Q1,Ayrshire and Arran,26,11
2020Q2,Ayrshire and Arran,5,5
2020Q3,Ayrshire and Arran,10,10
2020Q4,Ayrshire and Arran,17,10
2021Q1,Ayrshire and Arran,13,10
2021Q2,Ayrshire and Arran,13,5
2021Q3,Ayrshire and Arran,8,5
2021Q4,Ayrshire and Arran,10,5
2022Q1,Ayrshire and Arran,17,11
2022Q2,Ayrshire and Arran,10,5
2022Q3,Ayrshire and Arran,16,5
2017Q3,Ayrshire and Arran,21,15
2017Q4,Ayrshire and Arran,16,5
2018Q1,Ayrshire and Arran,27,11
2018Q2,Ayrshire and Arran,20,15
2018Q3,Ayrshire and Arran,12,11
2018Q4,Ayrshire and Arran,26,13
2019Q1,Ayrshire and Arran,12,5
