quarter,hb,specialty_name_top,episodes,length_of_spell
2019Q2,Fife,Other,463,0
2019Q3,Fife,Other,501,0
2019Q4,Fife,Other,423,0
2020Q1,Fife,Other,419,0
2020Q2,Fife,Other,280,0
2020Q3,Fife,Other,365,0
2020Q4,Fife,Other,328,0
2021Q1,Fife,Other,339,0
2021Q2,Fife,Other,346,0
2021Q3,Fife,Other,287,0
2021Q4,Fife,Other,248,0
2022Q1,Fife,Other,262,0
2022Q2,Fife,Other,283,0
2022Q3,Fife,Other,335,0
2017Q3,Fife,Haematology,1205,0
2017Q4,Fife,Haematology,1035,0
2018Q1,Fife,Haematology,1103,0
2018Q2,Fife,Haematology,1093,0
2018Q3,Fife,Haematology,1125,0
2018Q4,Fife,Haematology,1243,0
2019Q1,Fife,Haematology,1152,0
2019Q2,Fife,Haematology,1061,0
2019Q3,Fife,Haematology,1093,0
2019Q4,Fife,Haematology,1101,0
2020Q1,Fife,Haematology,1109,0
2020Q2,Fife,Haematology,1027,0
2020Q3,Fife,Haematology,1137,0
2020Q4,Fife,Haematology,1181,0
2021Q1,Fife,Haematology,1135,0
2021Q2,Fife,Haematology,1142,0
2021Q3,Fife,Haematology,1359,0
2021Q4,Fife,Haematology,1317,0
2022Q1,Fife,Haematology,1161,0
2022Q2,Fife,Haematology,1266,0
2022Q3,Fife,Haematology,1256,0
2017Q3,Fife,General Medicine,0,0
2018Q1,Fife,General Medicine,0,0
2018Q4,Fife,General Medicine,0,0
2021Q3,Fife,General Medicine,0,0
2022Q2,Fife,General Medicine,0,0
2017Q3,Fife,Cardiology,10,0
2017Q4,Fife,Cardiology,14,0
2018Q1,Fife,Cardiology,10,0
2018Q2,Fife,Cardiology,12,0
2018Q3,Fife,Cardiology,5,0
2018Q4,Fife,Cardiology,12,0
2019Q1,Fife,Cardiology,17,0
2019Q2,Fife,Cardiology,23,0
2019Q3,Fife,Cardiology,18,0
2019Q4,Fife,Cardiology,10,0
2020Q1,Fife,Cardiology,13,0
2020Q2,Fife,Cardiology,5,0
2020Q3,Fife,Cardiology,15,0
2020Q4,Fife,Cardiology,12,0
2021Q1,Fife,Cardiology,16,0
2021Q2,Fife,Cardiology,23,0
2021Q3,Fife,Cardiology,15,0
2021Q4,Fife,Cardiology,19,0
2022Q1,Fife,Cardiology,18,0
2022Q2,Fife,Cardiology,10,0
2022Q3,Fife,Cardiology,5,0
2017Q3,Fife,Other,35,0
2017Q4,Fife,Other,35,0
2018Q1,Fife,Other,35,0
2018Q2,Fife,Other,40,0
2018Q3,Fife,Other,45,0
2018Q4,Fife,Other,45,0
2019Q1,Fife,Other,57,0
2019Q2,Fife,Other,60,0
2019Q3,Fife,Other,50,0
2019Q4,Fife,Other,45,0
2020Q1,Fife,Other,50,0
2020Q2,Fife,Other,29,0
2020Q3,Fife,Other,20,0
2020Q4,Fife,Other,10,0
2021Q1,Fife,Other,15,0
2021Q2,Fife,Other,15,0
2021Q3,Fife,Other,12,0
2021Q4,Fife,Other,5,0
2022Q1,Fife,Other,10,0
2022Q2,Fife,Other,19,0
2022Q3,Fife,Other,21,0
2017Q3,Fife,Other,10,0
2017Q4,Fife,Other,17,0
2018Q1,Fife,Other,10,0
2018Q2,Fife,Other,10,0
2018Q3,Fife,Other,11,0
2018Q4,Fife,Other,5,0
2019Q1,Fife,Other,5,0
2019Q2,Fife,Other,5,0
2019Q3,Fife,Other,5,0
2019Q4,Fife,Other,5,0
2020Q1,Fife,Other,12,0
2020Q2,Fife,Other,10,0
2020Q3,Fife,Other,5,0
2020Q4,Fife,Other,0,0
2021Q1,Fife,Other,0,0
2021Q2,Fife,Other,5,0
2021Q3,Fife,Other,0,0
2021Q4,Fife,Other,0,0
2022Q1,Fife,Other,10,0
2022Q2,Fife,Other,10,0
2022Q3,Fife,Other,15,0
2017Q3,Fife,Gastroenterology,225,0
2017Q4,Fife,Gastroenterology,260,0
2018Q1,Fife,Gastroenterology,280,0
2018Q2,Fife,Gastroenterology,290,0
2018Q3,Fife,Gastroenterology,321,0
2018Q4,Fife,Gastroenterology,325,0
2019Q1,Fife,Gastroenterology,353,0
2019Q2,Fife,Gastroenterology,365,0
2019Q3,Fife,Gastroenterology,351,0
2019Q4,Fife,Gastroenterology,345,0
2020Q1,Fife,Gastroenterology,350,0
2020Q2,Fife,Gastroenterology,357,0
2020Q3,Fife,Gastroenterology,382,0
2020Q4,Fife,Gastroenterology,354,0
2021Q1,Fife,Gastroenterology,350,0
2021Q2,Fife,Gastroenterology,342,0
2021Q3,Fife,Gastroenterology,340,0
2021Q4,Fife,Gastroenterology,333,0
2022Q1,Fife,Gastroenterology,315,0
2022Q2,Fife,Gastroenterology,315,0
2022Q3,Fife,Gastroenterology,325,0
2017Q3,Fife,Geriatric Medicine,5,0
2017Q4,Fife,Geriatric Medicine,5,0
2018Q1,Fife,Geriatric Medicine,5,0
2018Q2,Fife,Geriatric Medicine,5,0
2018Q3,Fife,Geriatric Medicine,5,0
2018Q4,Fife,Geriatric Medicine,5,0
2019Q2,Fife,Geriatric Medicine,5,0
2019Q3,Fife,Geriatric Medicine,5,0
2019Q4,Fife,Geriatric Medicine,5,0
2020Q3,Fife,Geriatric Medicine,0,0
2020Q4,Fife,Geriatric Medicine,0,0
2021Q2,Fife,Geriatric Medicine,0,0
2021Q4,Fife,Geriatric Medicine,0,0
2022Q1,Fife,Geriatric Medicine,0,0
2022Q2,Fife,Geriatric Medicine,0,0
2017Q3,Fife,Other,5,0
2017Q4,Fife,Other,10,0
2018Q1,Fife,Other,14,0
2018Q2,Fife,Other,5,0
2018Q3,Fife,Other,14,0
2018Q4,Fife,Other,19,0
2019Q1,Fife,Other,24,0
2019Q2,Fife,Other,17,0
2019Q3,Fife,Other,25,0
2019Q4,Fife,Other,27,0
2020Q1,Fife,Other,40,0
2020Q2,Fife,Other,30,0
2020Q3,Fife,Other,0,0
2021Q1,Fife,Other,0,0
2021Q2,Fife,Other,5,0
2021Q4,Fife,Other,0,0
2022Q1,Fife,Other,0,0
2022Q2,Fife,Other,0,0
2022Q3,Fife,Other,0,0
2017Q3,Fife,Other,13,0
2017Q4,Fife,Other,13,0
2018Q1,Fife,Other,12,0
2018Q2,Fife,Other,10,0
2018Q3,Fife,Other,13,0
2018Q4,Fife,Other,13,0
2019Q1,Fife,Other,13,0
2019Q2,Fife,Other,13,0
2019Q3,Fife,Other,13,0
2019Q4,Fife,Other,12,0
2020Q1,Fife,Other,12,0
2020Q2,Fife,Other,15,0
2020Q3,Fife,Other,12,0
2020Q4,Fife,Other,12,0
2021Q1,Fife,Other,10,0
2021Q2,Fife,Other,12,0
2021Q3,Fife,Other,15,0
2021Q4,Fife,Other,15,0
2022Q1,Fife,Other,12,0
2022Q2,Fife,Other,13,0
2022Q3,Fife,Other,10,0
2017Q3,Fife,Other,75,0
2017Q4,Fife,Other,75,0
2018Q1,Fife,Other,85,0
2018Q2,Fife,Other,85,0
2018Q3,Fife,Other,85,0
2018Q4,Fife,Other,92,0
2019Q1,Fife,Other,80,0
2019Q2,Fife,Other,82,0
2019Q3,Fife,Other,85,0
2019Q4,Fife,Other,79,0
2020Q1,Fife,Other,70,0
2020Q2,Fife,Other,80,0
2020Q3,Fife,Other,75,0
2020Q4,Fife,Other,80,0
2021Q1,Fife,Other,84,0
2021Q2,Fife,Other,85,0
2021Q3,Fife,Other,89,0
2021Q4,Fife,Other,85,0
2022Q1,Fife,Other,88,0
2022Q2,Fife,Other,82,0
2022Q3,Fife,Other,88,0
2017Q3,Fife,Other,98,0
2017Q4,Fife,Other,95,0
2018Q1,Fife,Other,106,0
2018Q2,Fife,Other,120,0
2018Q3,Fife,Other,105,0
2018Q4,Fife,Other,110,0
2019Q1,Fife,Other,113,0
2019Q2,Fife,Other,128,0
2019Q3,Fife,Other,131,0
2019Q4,Fife,Other,115,0
2020Q1,Fife,Other,101,0
2020Q2,Fife,Other,11,0
2020Q3,Fife,Other,12,0
2020Q4,Fife,Other,20,0
2021Q1,Fife,Other,20,0
2021Q2,Fife,Other,25,0
2021Q3,Fife,Other,22,0
2021Q4,Fife,Other,25,0
2022Q1,Fife,Other,20,0
2022Q2,Fife,Other,26,0
2022Q3,Fife,Other,30,0
2017Q3,Fife,Other,147,0
2017Q4,Fife,Other,175,0
2018Q1,Fife,Other,125,0
2018Q2,Fife,Other,151,0
2018Q3,Fife,Other,151,0
2018Q4,Fife,Other,160,0
2019Q1,Fife,Other,156,0
2019Q2,Fife,Other,155,0
2019Q3,Fife,Other,130,0
2019Q4,Fife,Other,146,0
2020Q1,Fife,Other,129,0
2020Q2,Fife,Other,21,0
2020Q3,Fife,Other,116,0
2020Q4,Fife,Other,137,0
2021Q1,Fife,Other,103,0
2021Q2,Fife,Other,113,0
2021Q3,Fife,Other,110,0
2021Q4,Fife,Other,117,0
2022Q1,Fife,Other,124,0
2022Q2,Fife,Other,80,0
2022Q3,Fife,Other,118,0
2017Q3,Fife,General Surgery,277,0
2017Q4,Fife,General Surgery,272,0
2018Q1,Fife,General Surgery,298,0
2018Q2,Fife,General Surgery,330,0
2018Q3,Fife,General Surgery,344,0
2018Q4,Fife,General Surgery,351,0
2019Q1,Fife,General Surgery,368,0
2019Q2,Fife,General Surgery,347,0
2019Q3,Fife,General Surgery,329,0
2019Q4,Fife,General Surgery,360,0
2020Q1,Fife,General Surgery,317,0
2020Q3,Fife,General Surgery,206,0
2020Q4,Fife,General Surgery,280,0
2021Q1,Fife,General Surgery,229,0
2021Q2,Fife,General Surgery,261,0
2021Q3,Fife,General Surgery,203,0
2021Q4,Fife,General Surgery,204,0
2022Q1,Fife,General Surgery,301,0
2022Q2,Fife,General Surgery,322,0
2022Q3,Fife,General Surgery,355,0
2019Q1,Fife,Other,0,0
2021Q1,Fife,Other,5,0
2021Q2,Fife,Other,31,0
2021Q3,Fife,Other,5,0
2021Q4,Fife,Other,10,0
2022Q1,Fife,Other,14,0
2022Q2,Fife,Other,20,0
2022Q3,Fife,Other,10,0
2017Q3,Fife,Other,693,0
2017Q4,Fife,Other,715,0
2018Q1,Fife,Other,607,0
2018Q2,Fife,Other,624,0
2018Q3,Fife,Other,575,0
2018Q4,Fife,Other,716,0
2019Q1,Fife,Other,952,0
2019Q2,Fife,Other,752,0
2019Q3,Fife,Other,728,0
2019Q4,Fife,Other,695,0
2020Q1,Fife,Other,615,0
2020Q2,Fife,Other,5,0
2020Q3,Fife,Other,585,0
2020Q4,Fife,Other,640,0
2021Q1,Fife,Other,680,0
2021Q2,Fife,Other,664,0
2021Q3,Fife,Other,645,0
2021Q4,Fife,Other,650,0
2022Q1,Fife,Other,655,0
2022Q2,Fife,Other,630,0
2022Q3,Fife,Other,645,0
2017Q3,Fife,Trauma and Orthopaedic Surgery,346,0
2017Q4,Fife,Trauma and Orthopaedic Surgery,420,0
2018Q1,Fife,Trauma and Orthopaedic Surgery,376,0
2018Q2,Fife,Trauma and Orthopaedic Surgery,460,0
2018Q3,Fife,Trauma and Orthopaedic Surgery,416,0
2018Q4,Fife,Trauma and Orthopaedic Surgery,390,0
2019Q1,Fife,Trauma and Orthopaedic Surgery,414,0
2019Q2,Fife,Trauma and Orthopaedic Surgery,426,0
2019Q3,Fife,Trauma and Orthopaedic Surgery,376,0
2019Q4,Fife,Trauma and Orthopaedic Surgery,408,0
2020Q1,Fife,Trauma and Orthopaedic Surgery,360,0
2020Q3,Fife,Trauma and Orthopaedic Surgery,145,0
2020Q4,Fife,Trauma and Orthopaedic Surgery,245,0
2021Q1,Fife,Trauma and Orthopaedic Surgery,75,0
2021Q2,Fife,Trauma and Orthopaedic Surgery,219,0
2021Q3,Fife,Trauma and Orthopaedic Surgery,210,0
2021Q4,Fife,Trauma and Orthopaedic Surgery,235,0
2022Q1,Fife,Trauma and Orthopaedic Surgery,190,0
2022Q2,Fife,Trauma and Orthopaedic Surgery,193,0
2022Q3,Fife,Trauma and Orthopaedic Surgery,264,0
2017Q3,Fife,Other,85,0
2017Q4,Fife,Other,70,0
2018Q1,Fife,Other,85,0
2018Q2,Fife,Other,65,0
2018Q3,Fife,Other,85,0
2018Q4,Fife,Other,78,0
2019Q1,Fife,Other,84,0
2019Q2,Fife,Other,80,0
2019Q3,Fife,Other,65,0
2019Q4,Fife,Other,60,0
2020Q1,Fife,Other,50,0
2020Q3,Fife,Other,63,0
2020Q4,Fife,Other,85,0
2021Q1,Fife,Other,45,0
2021Q2,Fife,Other,50,0
2021Q3,Fife,Other,60,0
2021Q4,Fife,Other,65,0
2022Q1,Fife,Other,60,0
2022Q2,Fife,Other,75,0
2022Q3,Fife,Other,70,0
2017Q3,Fife,Urology,131,0
2017Q4,Fife,Urology,204,0
2018Q1,Fife,Urology,177,0
2018Q2,Fife,Urology,157,0
2018Q3,Fife,Urology,154,0
2018Q4,Fife,Urology,188,0
2019Q1,Fife,Urology,256,0
2019Q2,Fife,Urology,202,0
2019Q3,Fife,Urology,127,0
2019Q4,Fife,Urology,226,0
2020Q1,Fife,Urology,231,0
2020Q3,Fife,Urology,89,0
2020Q4,Fife,Urology,200,0
2021Q1,Fife,Urology,198,0
2021Q2,Fife,Urology,253,0
2021Q3,Fife,Urology,235,0
2021Q4,Fife,Urology,145,0
2022Q1,Fife,Urology,150,0
2022Q2,Fife,Urology,147,0
2022Q3,Fife,Urology,130,0
2017Q3,Fife,Other,13,0
2017Q4,Fife,Other,18,0
2018Q1,Fife,Other,22,0
2018Q2,Fife,Other,19,0
2018Q3,Fife,Other,25,0
2018Q4,Fife,Other,34,0
2019Q1,Fife,Other,26,0
2019Q2,Fife,Other,30,0
2019Q3,Fife,Other,39,0
2019Q4,Fife,Other,22,0
2020Q1,Fife,Other,22,0
2020Q2,Fife,Other,20,0
2020Q3,Fife,Other,15,0
2020Q4,Fife,Other,15,0
2021Q1,Fife,Other,13,0
2021Q2,Fife,Other,15,0
2021Q3,Fife,Other,15,0
2021Q4,Fife,Other,10,0
2022Q1,Fife,Other,11,0
2022Q2,Fife,Other,5,0
2022Q3,Fife,Other,10,0
2017Q3,Fife,Haematology,490,0
2017Q4,Fife,Haematology,451,0
2018Q1,Fife,Haematology,435,0
2018Q2,Fife,Haematology,450,0
2018Q3,Fife,Haematology,430,0
2018Q4,Fife,Haematology,470,0
2019Q1,Fife,Haematology,437,0
2019Q2,Fife,Haematology,405,0
2019Q3,Fife,Haematology,430,0
2019Q4,Fife,Haematology,436,0
2020Q1,Fife,Haematology,426,0
2020Q2,Fife,Haematology,314,0
2020Q3,Fife,Haematology,330,0
2020Q4,Fife,Haematology,323,0
2021Q1,Fife,Haematology,302,0
2021Q2,Fife,Haematology,338,0
2021Q3,Fife,Haematology,306,0
2021Q4,Fife,Haematology,333,0
2022Q1,Fife,Haematology,334,0
2022Q2,Fife,Haematology,357,0
2022Q3,Fife,Haematology,295,0
2018Q2,Fife,General Medicine,0,0
2018Q3,Fife,General Medicine,0,0
2018Q4,Fife,General Medicine,0,0
2019Q1,Fife,General Medicine,0,0
2019Q2,Fife,General Medicine,0,0
2019Q3,Fife,General Medicine,5,0
2019Q4,Fife,General Medicine,0,0
2020Q1,Fife,General Medicine,0,0
2021Q1,Fife,General Medicine,0,0
2021Q3,Fife,General Medicine,0,0
2021Q4,Fife,General Medicine,5,0
2022Q2,Fife,General Medicine,0,0
2022Q3,Fife,General Medicine,0,0
2017Q3,Fife,Cardiology,45,0
2017Q4,Fife,Cardiology,66,0
2018Q1,Fife,Cardiology,55,0
2018Q2,Fife,Cardiology,50,0
2018Q3,Fife,Cardiology,60,0
2018Q4,Fife,Cardiology,40,0
2019Q1,Fife,Cardiology,50,0
2019Q2,Fife,Cardiology,53,0
2019Q3,Fife,Cardiology,55,0
2019Q4,Fife,Cardiology,50,0
2020Q1,Fife,Cardiology,40,0
2020Q2,Fife,Cardiology,10,0
2020Q3,Fife,Cardiology,35,0
2020Q4,Fife,Cardiology,45,0
2021Q1,Fife,Cardiology,25,0
2021Q2,Fife,Cardiology,58,0
2021Q3,Fife,Cardiology,55,0
2021Q4,Fife,Cardiology,55,0
2022Q1,Fife,Cardiology,50,0
2022Q2,Fife,Cardiology,55,0
2022Q3,Fife,Cardiology,50,0
2021Q1,Fife,Other,0,0
2021Q4,Fife,Other,0,0
2017Q4,Fife,Other,0,0
2018Q1,Fife,Other,0,0
2018Q2,Fife,Other,0,0
2018Q3,Fife,Other,0,0
2018Q4,Fife,Other,0,0
2019Q2,Fife,Other,0,0
2019Q3,Fife,Other,0,0
2019Q4,Fife,Other,0,0
2020Q1,Fife,Other,0,0
2020Q3,Fife,Other,0,0
2021Q1,Fife,Other,0,0
2021Q2,Fife,Other,0,0
2022Q1,Fife,Other,0,0
2018Q1,Fife,Other,0,0
2019Q1,Fife,Other,0,0
2021Q2,Fife,Other,0,0
2022Q3,Fife,Other,0,0
2017Q3,Fife,Gastroenterology,218,0
2017Q4,Fife,Gastroenterology,174,0
2018Q1,Fife,Gastroenterology,208,0
2018Q2,Fife,Gastroenterology,197,0
2018Q3,Fife,Gastroenterology,190,0
2018Q4,Fife,Gastroenterology,202,0
2019Q1,Fife,Gastroenterology,231,0
2019Q2,Fife,Gastroenterology,213,0
2019Q3,Fife,Gastroenterology,225,0
2019Q4,Fife,Gastroenterology,217,0
2020Q1,Fife,Gastroenterology,195,0
2020Q2,Fife,Gastroenterology,85,0
2020Q3,Fife,Gastroenterology,171,0
2020Q4,Fife,Gastroenterology,185,0
2021Q1,Fife,Gastroenterology,199,0
2021Q2,Fife,Gastroenterology,209,0
2021Q3,Fife,Gastroenterology,215,0
2021Q4,Fife,Gastroenterology,237,0
2022Q1,Fife,Gastroenterology,247,0
2022Q2,Fife,Gastroenterology,253,0
2022Q3,Fife,Gastroenterology,201,0
2019Q1,Fife,Geriatric Medicine,0,0
2019Q4,Fife,Geriatric Medicine,0,0
2020Q2,Fife,Geriatric Medicine,0,0
2020Q3,Fife,Geriatric Medicine,0,0
2020Q4,Fife,Geriatric Medicine,0,0
2022Q1,Fife,Geriatric Medicine,0,0
2022Q2,Fife,Geriatric Medicine,0,0
2017Q3,Fife,Other,370,0
2017Q4,Fife,Other,360,0
2018Q1,Fife,Other,437,0
2018Q2,Fife,Other,460,0
2018Q3,Fife,Other,505,0
2018Q4,Fife,Other,515,0
2019Q1,Fife,Other,580,0
2019Q2,Fife,Other,618,0
2019Q3,Fife,Other,715,0
2019Q4,Fife,Other,753,0
2020Q1,Fife,Other,785,0
2020Q2,Fife,Other,735,0
2020Q3,Fife,Other,875,0
2020Q4,Fife,Other,894,0
2021Q1,Fife,Other,1000,0
2021Q2,Fife,Other,1010,0
2021Q3,Fife,Other,970,0
2021Q4,Fife,Other,1000,0
2022Q1,Fife,Other,975,0
2022Q2,Fife,Other,1005,0
2022Q3,Fife,Other,925,0
2017Q3,Fife,Other,15,0
2017Q4,Fife,Other,15,0
2018Q1,Fife,Other,10,0
2018Q2,Fife,Other,10,0
2018Q3,Fife,Other,20,0
2018Q4,Fife,Other,15,0
2019Q1,Fife,Other,20,0
2019Q2,Fife,Other,20,0
2019Q3,Fife,Other,15,0
2019Q4,Fife,Other,20,0
2020Q1,Fife,Other,15,0
2020Q2,Fife,Other,10,0
2020Q3,Fife,Other,15,0
2020Q4,Fife,Other,12,0
2021Q1,Fife,Other,5,0
2021Q2,Fife,Other,13,0
2021Q3,Fife,Other,5,0
2021Q4,Fife,Other,10,0
2022Q1,Fife,Other,10,0
2022Q2,Fife,Other,15,0
2022Q3,Fife,Other,10,0
2017Q3,Fife,Other,0,0
2017Q4,Fife,Other,0,0
2018Q1,Fife,Other,0,0
2018Q2,Fife,Other,0,0
2018Q3,Fife,Other,5,0
2019Q1,Fife,Other,10,0
2019Q3,Fife,Other,5,0
2020Q1,Fife,Other,0,0
2020Q2,Fife,Other,0,0
2020Q3,Fife,Other,5,0
2020Q4,Fife,Other,0,0
2021Q4,Fife,Other,0,0
2017Q3,Fife,Other,64,0
2017Q4,Fife,Other,71,0
2018Q1,Fife,Other,65,0
2018Q2,Fife,Other,75,0
2018Q3,Fife,Other,99,0
2018Q4,Fife,Other,84,0
2019Q1,Fife,Other,72,0
2019Q2,Fife,Other,71,0
2019Q3,Fife,Other,87,0
2019Q4,Fife,Other,74,0
2020Q1,Fife,Other,80,0
2020Q2,Fife,Other,24,0
2020Q3,Fife,Other,74,0
2020Q4,Fife,Other,76,0
2021Q1,Fife,Other,64,0
2021Q2,Fife,Other,90,0
2021Q3,Fife,Other,97,0
2021Q4,Fife,Other,78,0
2022Q1,Fife,Other,87,0
2022Q2,Fife,Other,78,0
2022Q3,Fife,Other,90,0
2018Q4,Fife,Other,0,0
2022Q2,Fife,Other,0,0
2017Q3,Fife,General Surgery,120,0
2017Q4,Fife,General Surgery,139,0
2018Q1,Fife,General Surgery,135,0
2018Q2,Fife,General Surgery,241,0
2018Q3,Fife,General Surgery,304,0
2018Q4,Fife,General Surgery,300,0
2019Q1,Fife,General Surgery,308,0
2019Q2,Fife,General Surgery,327,0
2019Q3,Fife,General Surgery,251,0
2019Q4,Fife,General Surgery,284,0
2020Q1,Fife,General Surgery,241,0
2020Q2,Fife,General Surgery,63,0
2020Q3,Fife,General Surgery,156,0
2020Q4,Fife,General Surgery,199,0
2021Q1,Fife,General Surgery,88,0
2021Q2,Fife,General Surgery,221,0
2021Q3,Fife,General Surgery,260,0
2021Q4,Fife,General Surgery,233,0
2022Q1,Fife,General Surgery,226,0
2022Q2,Fife,General Surgery,210,0
2022Q3,Fife,General Surgery,190,0
2017Q3,Fife,Other,5,0
2017Q4,Fife,Other,5,0
2018Q1,Fife,Other,10,0
2018Q2,Fife,Other,10,0
2018Q3,Fife,Other,10,0
2018Q4,Fife,Other,5,0
2019Q1,Fife,Other,5,0
2019Q2,Fife,Other,10,0
2019Q3,Fife,Other,10,0
2019Q4,Fife,Other,5,0
2020Q1,Fife,Other,10,0
2020Q3,Fife,Other,5,0
2020Q4,Fife,Other,5,0
2021Q1,Fife,Other,0,0
2021Q2,Fife,Other,5,0
2021Q3,Fife,Other,0,0
2021Q4,Fife,Other,0,0
2022Q1,Fife,Other,0,0
2022Q3,Fife,Other,0,0
2017Q3,Fife,Other,112,0
2017Q4,Fife,Other,119,0
2018Q1,Fife,Other,105,0
2018Q2,Fife,Other,125,0
2018Q3,Fife,Other,141,0
2018Q4,Fife,Other,125,0
2019Q1,Fife,Other,135,0
2019Q2,Fife,Other,138,0
2019Q3,Fife,Other,100,0
2019Q4,Fife,Other,133,0
2020Q1,Fife,Other,122,0
2020Q2,Fife,Other,36,0
2020Q3,Fife,Other,73,0
2020Q4,Fife,Other,75,0
2021Q1,Fife,Other,65,0
2021Q2,Fife,Other,79,0
2021Q3,Fife,Other,95,0
2021Q4,Fife,Other,95,0
2022Q1,Fife,Other,93,0
2022Q2,Fife,Other,117,0
2022Q3,Fife,Other,100,0
2017Q3,Fife,Other,18,0
2017Q4,Fife,Other,20,0
2018Q1,Fife,Other,19,0
2018Q2,Fife,Other,20,0
2018Q3,Fife,Other,19,0
2018Q4,Fife,Other,16,0
2019Q1,Fife,Other,11,0
2019Q2,Fife,Other,14,0
2019Q3,Fife,Other,12,0
2019Q4,Fife,Other,10,0
2020Q1,Fife,Other,11,0
2020Q2,Fife,Other,5,0
2020Q3,Fife,Other,5,0
2020Q4,Fife,Other,10,0
2021Q1,Fife,Other,5,0
2021Q2,Fife,Other,13,0
2021Q3,Fife,Other,10,0
2021Q4,Fife,Other,5,0
2022Q1,Fife,Other,5,0
2022Q2,Fife,Other,15,0
2022Q3,Fife,Other,12,0
2017Q3,Fife,Trauma and Orthopaedic Surgery,116,0
2017Q4,Fife,Trauma and Orthopaedic Surgery,97,0
2018Q1,Fife,Trauma and Orthopaedic Surgery,85,0
2018Q2,Fife,Trauma and Orthopaedic Surgery,104,0
2018Q3,Fife,Trauma and Orthopaedic Surgery,99,0
2018Q4,Fife,Trauma and Orthopaedic Surgery,142,0
2019Q1,Fife,Trauma and Orthopaedic Surgery,137,0
2019Q2,Fife,Trauma and Orthopaedic Surgery,99,0
2019Q3,Fife,Trauma and Orthopaedic Surgery,113,0
2019Q4,Fife,Trauma and Orthopaedic Surgery,119,0
2020Q1,Fife,Trauma and Orthopaedic Surgery,94,0
2020Q2,Fife,Trauma and Orthopaedic Surgery,69,0
2020Q3,Fife,Trauma and Orthopaedic Surgery,72,0
2020Q4,Fife,Trauma and Orthopaedic Surgery,55,0
2021Q1,Fife,Trauma and Orthopaedic Surgery,43,0
2021Q2,Fife,Trauma and Orthopaedic Surgery,84,0
2021Q3,Fife,Trauma and Orthopaedic Surgery,66,0
2021Q4,Fife,Trauma and Orthopaedic Surgery,70,0
2022Q1,Fife,Trauma and Orthopaedic Surgery,52,0
2022Q2,Fife,Trauma and Orthopaedic Surgery,64,0
2022Q3,Fife,Trauma and Orthopaedic Surgery,83,0
2017Q3,Fife,Other,0,0
2019Q3,Fife,Other,0,0
2020Q1,Fife,Other,0,0
2020Q2,Fife,Other,16,0
2020Q3,Fife,Other,14,0
2020Q4,Fife,Other,0,0
2021Q1,Fife,Other,0,0
2021Q3,Fife,Other,0,0
2022Q2,Fife,Other,0,0
2017Q3,Fife,Urology,16,0
2017Q4,Fife,Urology,25,0
2018Q1,Fife,Urology,26,0
2018Q2,Fife,Urology,12,0
2018Q3,Fife,Urology,13,0
2018Q4,Fife,Urology,19,0
2019Q1,Fife,Urology,31,0
2019Q2,Fife,Urology,39,0
2019Q3,Fife,Urology,13,0
2019Q4,Fife,Urology,17,0
2020Q1,Fife,Urology,15,0
2020Q2,Fife,Urology,14,0
2020Q3,Fife,Urology,21,0
2020Q4,Fife,Urology,16,0
2021Q1,Fife,Urology,19,0
2021Q2,Fife,Urology,19,0
2021Q3,Fife,Urology,10,0
2021Q4,Fife,Urology,10,0
2022Q1,Fife,Urology,16,0
2022Q2,Fife,Urology,20,0
2022Q3,Fife,Urology,18,0
2017Q3,Fife,Other,265,0
2017Q4,Fife,Other,257,0
2018Q1,Fife,Other,253,0
2018Q2,Fife,Other,335,0
2018Q3,Fife,Other,375,0
2018Q4,Fife,Other,415,0
2019Q1,Fife,Other,401,0
2019Q2,Fife,Other,433,0
2019Q3,Fife,Other,462,0
2019Q4,Fife,Other,400,0
2020Q1,Fife,Other,397,0
2020Q2,Fife,Other,260,0
2020Q3,Fife,Other,350,0
2020Q4,Fife,Other,315,0
2021Q1,Fife,Other,326,0
2021Q2,Fife,Other,331,0
2021Q3,Fife,Other,270,0
2021Q4,Fife,Other,240,0
2022Q1,Fife,Other,251,0
2022Q2,Fife,Other,275,0
2022Q3,Fife,Other,325,0
2017Q3,Fife,Haematology,715,0
2017Q4,Fife,Haematology,584,0
2018Q1,Fife,Haematology,670,0
2018Q2,Fife,Haematology,645,0
2018Q3,Fife,Haematology,695,0
2018Q4,Fife,Haematology,775,0
2019Q1,Fife,Haematology,715,0
2019Q2,Fife,Haematology,656,0
2019Q3,Fife,Haematology,660,0
2019Q4,Fife,Haematology,665,0
2020Q1,Fife,Haematology,683,0
2020Q2,Fife,Haematology,713,0
2020Q3,Fife,Haematology,805,0
2020Q4,Fife,Haematology,858,0
2021Q1,Fife,Haematology,833,0
2021Q2,Fife,Haematology,804,0
2021Q3,Fife,Haematology,1053,0
2021Q4,Fife,Haematology,984,0
2022Q1,Fife,Haematology,827,0
2022Q2,Fife,Haematology,909,0
2022Q3,Fife,Haematology,961,0
2017Q3,Forth Valley,General Medicine,0,0
2019Q2,Forth Valley,General Medicine,10,0
2019Q3,Forth Valley,General Medicine,5,0
2019Q4,Forth Valley,General Medicine,5,0
2020Q1,Forth Valley,General Medicine,5,0
2020Q2,Forth Valley,General Medicine,0,0
2020Q3,Forth Valley,General Medicine,0,0
2021Q1,Forth Valley,General Medicine,0,0
